skill_a,skill_b,count
Flask,Microservices,26
Burp Suite,Python,26
BigQuery,CI/CD,26
Excel,Git,26
Django,Redis,25
Data Governance,Terraform,25
Databricks,MySQL,25
LLMs / GenAI,Snowflake,25
Penetration Testing,VMware,25
Alteryx,Snowflake,25
Docker,Salesforce,25
BigQuery,PostgreSQL,25
BigQuery,R,25
GraphQL,Software Architecture,25
ArgoCD,GitHub,25
Active Directory,Confluence,25
Unix,jQuery,25
Distributed Systems,Flink,25
C,Spark,25
CI/CD,SAP,25
Kafka,NumPy,25
Datadog,Unit Testing,25
Redis,Windows,25
Java,Looker,25
Django,GitHub,25
Flink,Go,25
Angular,SSIS,25
Data Analysis,Dynamics 365,25
Angular,Kotlin,25
Data Governance,Flink,25
GraphQL,Spark,25
MongoDB,Splunk,25
A/B Testing,Data Warehousing,25
Excel,Prototyping,25
GCP,Linear,25
Firebase,Node.js,25
SSIS,XML,25
Ansible,ArgoCD,25
Informatica,R,25
Big Data,Kotlin,25
System Design,XML,25
MATLAB,NoSQL,25
Helm,REST API,25
Kanban,Scala,25
C,GCP,25
Spring Boot,Windows,25
FastAPI,Flask,25
PowerShell,SSIS,25
BigQuery,DevOps,25
Data Governance,Go,25
GCP,Rust,25
Hive,Splunk,25
DynamoDB,GraphQL,25
C,Deep Learning,25
Confluence,Data Pipeline,25
CSS,SSIS,25
LLMs / GenAI,Node.js,25
GitHub,Prototyping,25
MuleSoft,React,25
ETL,PowerShell,25
Databricks,REST API,25
Looker,NoSQL,25
C++,GraphQL,25
Git,Next.js,25
JSON,Swift,25
GitLab,Redis,25
Confluence,Prometheus,25
A/B Testing,Azure,25
Ruby,XML,25
PostgreSQL,TensorFlow,25
Ansible,Data Modeling,25
Go,Swift,25
Dynamics 365,HTML,24
Java,User Research,24
CI/CD,Firebase,24
C,PostgreSQL,24
Alteryx,Azure,24
CSS,Redshift,24
SIEM,SQL,24
TensorFlow,scikit-learn,24
Bash,ETL,24
Big Data,GitLab,24
Jupyter,Kafka,24
Data Pipeline,Software Architecture,24
Kafka,PowerShell,24
C,Prototyping,24
MuleSoft,XML,24
Elasticsearch,XML,24
C,Kafka,24
Jenkins,MuleSoft,24
Confluence,DynamoDB,24
CSS,R,24
Next.js,REST API,24
GitHub,Informatica,24
Data Modeling,DynamoDB,24
MySQL,Pandas,24
.NET,Data Visualization,24
Kafka,LLMs / GenAI,24
Docker,SageMaker,24
ETL,GitLab,24
C,TensorFlow,24
BigQuery,dbt,24
MuleSoft,Snowflake,24
Data Governance,Windows,24
CSS,Hadoop,24
Kanban,System Design,24
BigQuery,Docker,24
GCP,SAP,24
BigQuery,JavaScript,24
JSON,VMware,24
Airflow,Flink,24
Docker,OWASP,24
Informatica,REST API,24
Google Analytics,Looker,24
Incident Response,Kafka,24
ArgoCD,Bash,24
Jenkins,NLP,24
Kotlin,TensorFlow,24
Software Architecture,jQuery,24
Machine Learning,Salesforce,24
Python,Segment,24
NoSQL,Salesforce,24
Data Warehousing,Elasticsearch,24
Big Data,PowerShell,24
Data Visualization,Flink,24
Kubernetes,Next.js,24
MATLAB,Power BI,24
AWS Security,Agile / Scrum,24
Jira,Rust,24
Data Pipeline,Django,24
CISSP,Microservices,24
Distributed Systems,JSON,24
Git,SageMaker,24
LLMs / GenAI,Microservices,24
Confluence,PyTorch,24
Data Warehousing,Salesforce,24
Flink,JavaScript,24
Distributed Systems,Redshift,24
Deep Learning,Software Architecture,24
CSS,Excel,24
Bash,Penetration Testing,24
JSON,Snowflake,24
Kanban,Splunk,24
Figma,GCP,24
Prototyping,R,24
MATLAB,Pandas,24
Airflow,SSIS,23
JSON,Ruby,23
LLMs / GenAI,NumPy,23
Databricks,Looker,23
Machine Learning,jQuery,23
Excel,Firewalls,23
PyTorch,Windows,23
Excel,Kanban,23
Data Governance,PowerShell,23
CSS,VMware,23
Docker,FastAPI,23
Prometheus,Spark,23
Elasticsearch,Snowflake,23
R,React,23
Data Pipeline,Splunk,23
Confluence,Ruby,23
Big Data,XML,23
DevOps,Flink,23
ArgoCD,Grafana,23
.NET,Excel,23
A/B Testing,Figma,23
Hive,PyTorch,23
Grafana,Helm,23
TensorFlow,Windows,23
LangChain,NLP,23
LangChain,PyTorch,23
MongoDB,Prometheus,23
CI/CD,Penetration Testing,23
Bash,Data Pipeline,23
Stakeholder Mgmt,System Design,23
R,Salesforce,23
Cybersecurity,Ruby,23
Cassandra,Windows,23
ClickHouse,Python,23
Firewalls,GitLab,23
CSS,Risk Management,23
Fivetran,dbt,23
Microservices,Swift,23
Data Analysis,Datadog,23
Data Warehousing,Redis,23
C++,Incident Response,23
SSIS,dbt,23
BigQuery,Data Governance,23
Microservices,Stakeholder Mgmt,23
Data Modeling,Pandas,23
Data Governance,Node.js,23
Airflow,Dagster,23
C#,Stakeholder Mgmt,23
Git,User Research,23
Tableau,XML,23
Grafana,Scala,23
NLP,Risk Management,23
Dagster,Python,23
Elasticsearch,Kotlin,23
Penetration Testing,Unix,23
PowerShell,Snowflake,23
DynamoDB,Unix,23
Informatica,Redshift,23
Datadog,DynamoDB,23
Excel,SSIS,23
ETL,System Design,23
Cybersecurity,TypeScript,23
Linux,Swift,23
.NET,Spring,23
Excel,Google Analytics,23
Distributed Systems,Kanban,23
.NET,Distributed Systems,23
React,ServiceNow,23
CI/CD,OWASP,23
Hive,Pandas,22
Data Warehousing,NumPy,22
JavaScript,Svelte,22
Data Governance,XML,22
CSS,MuleSoft,22
C,Scala,22
Microservices,Salesforce,22
React,Svelte,22
.NET,Tableau,22
Docker,ServiceNow,22
Jira,SAS,22
Firewalls,Microservices,22
Active Directory,Salesforce,22
Incident Response,ServiceNow,22
Django,Ruby,22
Linear,Statistical Analysis,22
Ansible,Zero Trust,22
Elasticsearch,Rust,22
Kubernetes,OWASP,22
Big Data,GraphQL,22
ArgoCD,Go,22
Agile / Scrum,Firebase,22
Data Pipeline,Risk Management,22
DevOps,NumPy,22
Java,MLflow,22
ArgoCD,Git,22
Kanban,User Research,22
Flink,Jira,22
Active Directory,PostgreSQL,22
Splunk,TypeScript,22
A/B Testing,Data Pipeline,22
Deep Learning,JavaScript,22
Ansible,Software Architecture,22
NoSQL,Rust,22
Grafana,Ruby,22
Jenkins,Pandas,22
Penetration Testing,System Design,22
Datadog,MongoDB,22
DevOps,Statistical Analysis,22
Prompt Engineering,Python,22
Redis,System Design,22
JavaScript,PyTorch,22
Power BI,PyTorch,22
AWS,MuleSoft,22
Airflow,TypeScript,22
Next.js,SQL,22
CISSP,Stakeholder Mgmt,22
A/B Testing,Angular,22
Machine Learning,User Research,22
Cybersecurity,ETL,22
Jenkins,Prototyping,22
NetSuite,SQL,22
ServiceNow,jQuery,22
Data Modeling,Splunk,22
DynamoDB,JSON,22
PostgreSQL,Salesforce,22
Airflow,DynamoDB,22
SageMaker,TensorFlow,22
Microservices,MuleSoft,22
Git,OWASP,22
Helm,Prometheus,22
Active Directory,Microservices,22
C,Hadoop,22
AWS,Pulumi,22
C++,Firewalls,22
Distributed Systems,ETL,22
Machine Learning,Prompt Engineering,22
Databricks,PowerShell,22
Excel,System Design,22
Ansible,Django,22
Linux,SAP,22
Distributed Systems,Splunk,22
Big Data,Linear,22
.NET,Prototyping,22
ClickHouse,Kubernetes,22
GitLab,R,22
GitHub,Incident Response,22
GCP,SAS,22
Bash,Spring,22
Bash,Data Visualization,22
LLMs / GenAI,Prompt Engineering,22
Docker,dbt,22
Informatica,SSIS,22
GitHub,Helm,22
C++,Vue,22
Scala,Statistical Analysis,22
Segment,System Design,21
Hadoop,Linear,21
JSON,R,21
Jenkins,SSIS,21
Docker,Linear,21
Active Directory,C++,21
Data Modeling,Jupyter,21
Kanban,jQuery,21
Airflow,JavaScript,21
DynamoDB,ETL,21
Confluence,jQuery,21
Redis,XML,21
LLMs / GenAI,Terraform,21
C,Microservices,21
Flink,Jenkins,21
GCP,MATLAB,21
C#,Redshift,21
Docker,Next.js,21
JavaScript,Looker,21
CISSP,Machine Learning,21
Airflow,NLP,21
Deep Learning,Jenkins,21
Cybersecurity,XML,21
Elasticsearch,Kanban,21
Data Governance,Elasticsearch,21
BigQuery,Scala,21
C#,Splunk,21
Flask,GitHub,21
Bash,System Design,21
Linear,MATLAB,21
Excel,Workday,21
LLMs / GenAI,Vector Databases,21
GitHub,MATLAB,21
Databricks,Microservices,21
Machine Learning,VMware,21
Data Analysis,Swift,21
Big Data,Stakeholder Mgmt,21
GitLab,Power BI,21
JSON,ServiceNow,21
Hive,Kanban,21
Risk Management,Zero Trust,21
FastAPI,SQL,21
Datadog,Distributed Systems,21
Cassandra,System Design,21
C,Node.js,21
A/B Testing,AWS,21
Airflow,Deep Learning,21
Swift,XML,21
R,SageMaker,21
Python,Vector Databases,21
DynamoDB,Hadoop,21
Splunk,XML,21
BigQuery,Git,21
REST API,SSIS,21
Alteryx,Statistical Analysis,21
Data Analysis,Kotlin,21
VMware,XML,21
AWS,Workday,21
Snowflake,System Design,21
ClickHouse,Docker,21
Data Analysis,jQuery,21
ETL,Elasticsearch,21
CISSP,GitHub,21
SSIS,jQuery,21
.NET,Redis,21
.NET,Ansible,21
Scala,Windows,21
.NET,Big Data,21
HTML,Rust,21
Flask,Pandas,21
Cybersecurity,Salesforce,21
Datadog,Kotlin,21
A/B Testing,Kubernetes,21
GraphQL,Rust,21
Active Directory,Angular,21
Jira,Vue,21
Cassandra,Prometheus,21
Data Modeling,Deep Learning,21
NLP,Snowflake,21
Cassandra,Kanban,21
Machine Learning,Swift,21
Risk Management,TensorFlow,21
AWS,XGBoost,21
JavaScript,NetSuite,21
PHP,PowerShell,21
Figma,GitHub,21
A/B Testing,CI/CD,21
Node.js,Power BI,21
Bash,ServiceNow,21
MySQL,TensorFlow,21
Flask,TensorFlow,21
Confluence,User Research,21
Microservices,R,21
CI/CD,MLflow,21
DevOps,MLflow,21
Hive,Informatica,21
Google Analytics,Machine Learning,21
Big Data,NumPy,21
Firebase,JavaScript,21
Flink,Terraform,21
REST API,Stakeholder Mgmt,21
Datadog,Spark,20
MongoDB,TensorFlow,20
Prometheus,Ruby,20
CI/CD,Dynamics 365,20
Cassandra,Software Architecture,20
CI/CD,Looker,20
Hive,Statistical Analysis,20
Django,Software Architecture,20
Azure,SageMaker,20
Cybersecurity,MongoDB,20
MongoDB,System Design,20
Airflow,MLflow,20
Git,Stakeholder Mgmt,20
DevOps,Workday,20
Grafana,JSON,20
Airflow,Pandas,20
Power BI,System Design,20
Bash,Kanban,20
LLMs / GenAI,REST API,20
Big Data,SSIS,20
Linux,OWASP,20
Incident Response,Jira,20
AWS,FastAPI,20
System Design,Tableau,20
Airflow,Django,20
Django,PHP,20
SAS,Unix,20
Django,Kafka,20
BigQuery,Power BI,20
Confluence,Firewalls,20
Helm,Microservices,20
MongoDB,Pandas,20
C++,Redshift,20
Ansible,Data Pipeline,20
GitLab,PHP,20
Airflow,Grafana,20
Data Analysis,XGBoost,20
Datadog,GraphQL,20
Big Data,Grafana,20
Git,SAS,20
JSON,Tableau,20
C#,NLP,20
Kanban,Redis,20
Firewalls,Zero Trust,20
Hadoop,MLflow,20
Unit Testing,dbt,20
NoSQL,VMware,20
Excel,GCP,20
Machine Learning,Vector Databases,20
CI/CD,SageMaker,20
Databricks,JSON,20
Angular,R,20
Elasticsearch,R,20
C#,OWASP,20
GitHub,TensorFlow,20
Databricks,React,20
JSON,Scala,20
.NET,Spark,20
Data Governance,REST API,20
Kafka,dbt,20
Cybersecurity,Prototyping,20
MongoDB,Vue,20
Data Pipeline,Windows,20
Flink,Redshift,20
Git,MuleSoft,20
DynamoDB,Software Architecture,20
LLMs / GenAI,Pandas,20
Data Warehousing,Jupyter,20
GitLab,MATLAB,20
SAP,Unit Testing,20
Hadoop,Software Architecture,20
PowerShell,TypeScript,20
MuleSoft,Python,20
MCP,Windows,20
PyTorch,scikit-learn,20
Linux,Statistical Analysis,20
Confluence,SSIS,20
Big Data,Spring Boot,20
Cybersecurity,SAP,20
FastAPI,React,20
Machine Learning,SAP,20
Risk Management,Spring,20
.NET,SAP,20
Kotlin,System Design,20
Go,Risk Management,20
FastAPI,Machine Learning,20
Data Warehousing,Software Architecture,20
GCP,Stakeholder Mgmt,20
CSS,Google Analytics,20
C++,SAP,20
Active Directory,NoSQL,20
Jenkins,Penetration Testing,19
Microservices,VMware,19
MATLAB,Oracle,19
Splunk,System Design,19
Datadog,Ruby,19
Firebase,GCP,19
MySQL,NLP,19
Cybersecurity,NLP,19
Kafka,Risk Management,19
Airflow,Datadog,19
PyTorch,Risk Management,19
Confluence,Datadog,19
GCP,dbt,19
MLflow,Scala,19
Data Analysis,Spring Boot,19
Bash,Software Architecture,19
Cybersecurity,SOC 2,19
A/B Testing,NLP,19
DevOps,Zero Trust,19
Excel,Hive,19
Grafana,Unit Testing,19
Data Pipeline,TypeScript,19
Data Pipeline,Ruby,19
Data Warehousing,TypeScript,19
CSS,Snowflake,19
Grafana,Incident Response,19
Informatica,MuleSoft,19
HTML,OWASP,19
SAS,TensorFlow,19
Bash,Hive,19
SQL,scikit-learn,19
Distributed Systems,Risk Management,19
AWS Security,Python,19
Informatica,Windows,19
C++,SageMaker,19
.NET,Swift,19
Big Data,MATLAB,19
Microservices,TensorFlow,19
Airflow,R,19
Kanban,PHP,19
Databricks,SageMaker,19
Salesforce,Terraform,19
Figma,jQuery,19
CISSP,Kafka,19
PostgreSQL,Swift,19
OWASP,REST API,19
Spark,Stakeholder Mgmt,19
A/B Testing,Looker,19
AWS Security,Splunk,19
C#,ServiceNow,19
Data Modeling,jQuery,19
C#,Flask,19
JavaScript,NumPy,19
SAS,Windows,19
BigQuery,MySQL,19
Grafana,Spring,19
Informatica,JavaScript,19
PowerShell,R,19
Kubernetes,SIEM,19
NLP,Prototyping,19
Jupyter,Tableau,19
Data Modeling,GraphQL,19
Ansible,DynamoDB,19
JavaScript,Jupyter,19
TensorFlow,Unix,19
CISSP,System Design,19
Flink,Unit Testing,19
C#,PyTorch,19
ClickHouse,Kafka,19
Distributed Systems,GitLab,19
AWS,Google Analytics,19
MongoDB,PyTorch,19
Rust,Software Architecture,19
FastAPI,PostgreSQL,19
Deep Learning,MongoDB,19
Flask,Unit Testing,19
Jenkins,SAS,19
Helm,Node.js,19
AWS,User Research,19
ClickHouse,Rust,19
C,MySQL,19
ArgoCD,Linux,19
Firebase,GitHub,19
Jira,NumPy,19
Splunk,Unit Testing,19
Snowflake,XML,19
Data Warehousing,Deep Learning,19
Redis,Software Architecture,19
Pandas,React,19
Fine-tuning,Machine Learning,19
C#,TensorFlow,19
GitLab,GraphQL,19
Cybersecurity,jQuery,19
GitHub,Rust,19
Power BI,Unix,19
Git,Statistical Analysis,19
Hadoop,Prometheus,19
Snowflake,Spring,19
Kubernetes,Zero Trust,19
Flink,Linux,18
Ansible,Hive,18
Kotlin,Redis,18
Active Directory,Machine Learning,18
Incident Response,Ruby,18
DynamoDB,Grafana,18
C,CSS,18
Power BI,TypeScript,18
NLP,XGBoost,18
Ansible,Snowflake,18
Power BI,Workday,18
Linux,Segment,18
DevOps,Jupyter,18
C#,SAS,18
Data Pipeline,Stakeholder Mgmt,18
Machine Learning,SSIS,18
Jira,MuleSoft,18
Ansible,Scala,18
R,Terraform,18
Datadog,ServiceNow,18
Cassandra,GraphQL,18
Firebase,Java,18
SAP,XML,18
Terraform,Zero Trust,18
.NET,Spring Boot,18
Active Directory,jQuery,18
MySQL,Risk Management,18
LLMs / GenAI,Linux,18
Ruby,System Design,18
VMware,Zero Trust,18
Flink,MySQL,18
Airflow,Elasticsearch,18
Active Directory,GitHub,18
Jupyter,NoSQL,18
.NET,R,18
Jenkins,Vue,18
NoSQL,Stakeholder Mgmt,18
Bash,Data Warehousing,18
CSS,Splunk,18
Flask,PyTorch,18
CISSP,Zero Trust,18
Databricks,dbt,18
Hive,NumPy,18
Next.js,PostgreSQL,18
Azure,Google Analytics,18
NumPy,PostgreSQL,18
Datadog,PHP,18
Angular,C,18
JSON,Risk Management,18
Incident Response,Machine Learning,18
ETL,jQuery,18
Grafana,HTML,18
Confluence,Flink,18
Flink,Power BI,18
Data Pipeline,GraphQL,18
Go,Stakeholder Mgmt,18
Data Modeling,GitLab,18
C,PyTorch,18
Jira,LLMs / GenAI,18
Kotlin,MySQL,18
Kotlin,Prometheus,18
Git,SAP,18
Grafana,Kotlin,18
HTML,Informatica,18
Firebase,Swift,18
Jupyter,Power BI,18
PyTorch,Unix,18
Big Data,Ruby,18
Oracle,Stakeholder Mgmt,18
Salesforce,Statistical Analysis,18
Data Modeling,Fivetran,18
.NET,Scala,18
A/B Testing,Scala,18
Salesforce,System Design,18
Ansible,SIEM,18
JSON,Prototyping,18
Elasticsearch,Redshift,18
Distributed Systems,Prototyping,18
Ansible,jQuery,18
Django,jQuery,18
Power BI,Splunk,18
Go,R,18
Excel,Unix,18
GitLab,Scala,18
Redshift,SageMaker,18
Informatica,Linux,18
.NET,Hadoop,18
.NET,Splunk,18
Data Visualization,Grafana,18
Excel,Pandas,18
C,Data Visualization,18
FastAPI,Kubernetes,18
LangChain,SQL,18
C#,Datadog,18
Bash,Tableau,18
Git,Penetration Testing,17
Informatica,PostgreSQL,17
Distributed Systems,Tableau,17
Redis,Unix,17
Data Governance,Helm,17
C#,Django,17
GitHub,Risk Management,17
R,Software Architecture,17
Azure,LangChain,17
LangChain,TensorFlow,17
Kotlin,PyTorch,17
A/B Testing,Node.js,17
Linux,Salesforce,17
Confluence,Looker,17
Bash,TensorFlow,17
DevOps,Looker,17
Airflow,Splunk,17
Google Analytics,Java,17
Deep Learning,Go,17
Airflow,Bash,17
OWASP,Risk Management,17
Penetration Testing,REST API,17
Kanban,PowerShell,17
Scala,Stakeholder Mgmt,17
R,scikit-learn,17
Cybersecurity,Deep Learning,17
Data Analysis,NetSuite,17
Jenkins,Rust,17
BigQuery,Jenkins,17
C++,DynamoDB,17
C,Risk Management,17
C++,Figma,17
Informatica,Scala,17
Grafana,Unix,17
Stakeholder Mgmt,Unit Testing,17
Confluence,Django,17
OWASP,Windows,17
Databricks,Go,17
R,dbt,17
GCP,Informatica,17
Oracle,Workday,17
.NET,Elasticsearch,17
LLMs / GenAI,Power BI,17
R,Splunk,17
Databricks,Windows,17
Jupyter,PostgreSQL,17
ClickHouse,Go,17
MuleSoft,Unit Testing,17
Confluence,SAP,17
Airflow,Ansible,17
Ansible,ETL,17
CISSP,Data Governance,17
ETL,Go,17
Flink,Redis,17
Kotlin,Splunk,17
Data Pipeline,MLflow,17
Data Analysis,MLflow,17
Dagster,SQL,17
Docker,Statistical Analysis,17
Dagster,Machine Learning,17
ServiceNow,Unix,17
ETL,SAP,17
HTML,SAS,17
Rust,System Design,17
Agile / Scrum,ArgoCD,17
Flask,Tableau,17
Risk Management,SOC 2,17
NLP,PostgreSQL,17
R,SAP,17
.NET,OWASP,17
Snowflake,Spring Boot,17
Jira,Penetration Testing,17
Ansible,Power BI,17
GraphQL,PHP,17
Hive,System Design,17
Oracle,Prototyping,17
Looker,Scala,17
GCP,SageMaker,17
Agile / Scrum,Alteryx,17
Informatica,Risk Management,17
Docker,MuleSoft,17
Informatica,Terraform,17
MATLAB,Unix,17
Airflow,SageMaker,17
NLP,Terraform,17
Figma,NoSQL,17
Oracle,Statistical Analysis,17
Firewalls,MySQL,17
Data Governance,System Design,17
Data Visualization,GitLab,17
Kotlin,Windows,17
NLP,Unit Testing,17
Firewalls,REST API,17
Data Warehousing,DynamoDB,17
CSS,SAP,17
Prometheus,React,17
Go,Pandas,17
Next.js,Unit Testing,17
Active Directory,PHP,17
Angular,Grafana,17
Prometheus,Unit Testing,17
Google Analytics,MySQL,17
Angular,Svelte,17
Incident Response,OWASP,17
Firewalls,Ruby,17
Databricks,DynamoDB,17
Kubernetes,dbt,17
Spring,Vue,17
ETL,Stakeholder Mgmt,17
Docker,Stakeholder Mgmt,17
ArgoCD,Helm,17
Cybersecurity,Dynamics 365,17
SAS,Snowflake,17
Agile / Scrum,SIEM,17
AWS Security,Linux,16
Confluence,Redshift,16
Excel,NoSQL,16
Elasticsearch,Power BI,16
Azure,Microsoft Fabric,16
Azure,User Research,16
Databricks,Statistical Analysis,16
Flink,REST API,16
Databricks,Excel,16
PowerShell,Rust,16
MySQL,ServiceNow,16
Kubernetes,Linear,16
Data Pipeline,Flask,16
Bash,Data Governance,16
NLP,scikit-learn,16
ETL,Node.js,16
Docker,SIEM,16
Datadog,Elasticsearch,16
Stakeholder Mgmt,Statistical Analysis,16
SAP,Snowflake,16
Prometheus,Scala,16
AWS,AWS Security,16
Microsoft Fabric,SQL,16
C#,Deep Learning,16
Django,TensorFlow,16
ServiceNow,Stakeholder Mgmt,16
Redshift,Software Architecture,16
MuleSoft,Power BI,16
ETL,Spring,16
CI/CD,SAS,16
GraphQL,Windows,16
Splunk,Swift,16
SSIS,Spark,16
Pandas,Snowflake,16
Flask,Power BI,16
Active Directory,Unit Testing,16
Ruby,Rust,16
Datadog,Swift,16
Flink,Tableau,16
Burp Suite,Cybersecurity,16
Python,SOC 2,16
Dagster,Snowflake,16
Databricks,SAP,16
OWASP,PowerShell,16
Python,Superset,16
LLMs / GenAI,SageMaker,16
Informatica,JSON,16
Firebase,SQL,16
GraphQL,Scala,16
Firebase,Kotlin,16
Django,PowerShell,16
Docker,Informatica,16
Data Warehousing,GraphQL,16
Spark,scikit-learn,16
NetSuite,Salesforce,16
Pandas,SAS,16
NumPy,Unix,16
Dynamics 365,Jira,16
SageMaker,Scala,16
Flink,R,16
Pandas,Scala,16
Cassandra,NLP,16
Pandas,Statistical Analysis,16
MySQL,Statistical Analysis,16
Microservices,Penetration Testing,16
Databricks,Unix,16
Ansible,Data Visualization,16
Excel,Informatica,16
SQL,XGBoost,16
Data Analysis,Fivetran,16
DevOps,User Research,16
HTML,MATLAB,16
Power BI,Prototyping,16
Linux,Zero Trust,16
DynamoDB,System Design,16
Flask,jQuery,16
Data Pipeline,Grafana,16
Informatica,MongoDB,16
Swift,Windows,16
ClickHouse,Distributed Systems,16
Cybersecurity,Distributed Systems,16
Data Pipeline,SSIS,16
Kanban,Ruby,16
Cassandra,Datadog,16
Grafana,Oracle,16
Software Architecture,Stakeholder Mgmt,16
Google Analytics,Jira,16
.NET,Bash,16
BigQuery,GitHub,16
NLP,SageMaker,16
Django,Spark,16
Linear,Scala,16
Kanban,VMware,16
Incident Response,Oracle,16
Data Modeling,NumPy,16
Elasticsearch,PowerShell,16
MySQL,Prototyping,16
REST API,Workday,16
ArgoCD,GitLab,16
Bash,SIEM,16
Jenkins,OWASP,16
PyTorch,REST API,16
SAS,Scala,16
NumPy,Statistical Analysis,16
PostgreSQL,Risk Management,16
PHP,Software Architecture,16
Kubernetes,SAP,16
Kubernetes,Looker,16
Linux,Stakeholder Mgmt,16
Jupyter,Linux,16
Ansible,Data Warehousing,16
Docker,SAP,16
NLP,Windows,16
Deep Learning,LangChain,16
BigQuery,React,16
Snowflake,Windows,16
SAS,ServiceNow,15
A/B Testing,Data Governance,15
Dynamics 365,Python,15
GraphQL,Prometheus,15
Stakeholder Mgmt,XML,15
Looker,Statistical Analysis,15
Redis,Splunk,15
Ansible,Tableau,15
Ruby,Software Architecture,15
MATLAB,NumPy,15
Flink,Node.js,15
Jenkins,TensorFlow,15
Jenkins,PyTorch,15
Prefect,Python,15
Data Governance,TensorFlow,15
Looker,Pandas,15
A/B Testing,Go,15
Informatica,XML,15
Flask,NumPy,15
Helm,JavaScript,15
C#,CISSP,15
Bash,MATLAB,15
Firebase,Unit Testing,15
Informatica,Kubernetes,15
SAP,Stakeholder Mgmt,15
Hive,Spring,15
Distributed Systems,VMware,15
Flask,Go,15
Excel,JSON,15
Excel,Splunk,15
Google Analytics,Statistical Analysis,15
Dynamics 365,REST API,15
R,SSIS,15
DevOps,Pulumi,15
NLP,TypeScript,15
Hadoop,dbt,15
Java,dbt,15
Hadoop,VMware,15
Burp Suite,OWASP,15
HTML,Pandas,15
Angular,MuleSoft,15
Datadog,Windows,15
C#,Incident Response,15
Bash,Rust,15
A/B Testing,Jira,15
R,XML,15
C,Data Modeling,15
C#,Penetration Testing,15
Jupyter,Scala,15
Docker,SAS,15
MATLAB,PostgreSQL,15
Azure,Next.js,15
Prototyping,Salesforce,15
A/B Testing,Salesforce,15
NLP,Unix,15
Hive,Jupyter,15
Helm,Jira,15
GitLab,System Design,15
Jupyter,Snowflake,15
Excel,PostgreSQL,15
Confluence,Pandas,15
CSS,Grafana,15
Pandas,Unit Testing,15
Azure,FastAPI,15
GCP,XGBoost,15
AWS,SOC 2,15
Data Analysis,LangChain,15
PostgreSQL,PyTorch,15
Data Visualization,Workday,15
TensorFlow,Terraform,15
PyTorch,Terraform,15
Excel,Redshift,15
Elasticsearch,NLP,15
Flask,Terraform,15
Data Visualization,DynamoDB,15
Angular,Rust,15
C#,Grafana,15
ArgoCD,Datadog,15
Cassandra,TensorFlow,15
Dagster,dbt,15
GitLab,jQuery,15
Cassandra,Databricks,15
Dagster,Kubernetes,15
PostgreSQL,Prototyping,15
Grafana,Spring Boot,15
Grafana,Hive,15
AWS,LangChain,15
Airflow,Informatica,15
Oracle,Penetration Testing,15
C,Penetration Testing,15
C,JSON,15
A/B Testing,Spark,15
Angular,Swift,15
Deep Learning,Prototyping,15
Redis,Rust,15
DynamoDB,Splunk,15
Airflow,LLMs / GenAI,15
Grafana,Tableau,15
Cybersecurity,PHP,15
MATLAB,Ruby,15
Data Governance,Prototyping,15
SSIS,TypeScript,15
GitLab,Kotlin,15
Confluence,MuleSoft,15
CI/CD,Jupyter,15
C,VMware,15
Figma,PHP,15
GraphQL,Vue,15
Kotlin,Ruby,15
Ruby,jQuery,15
Ruby,Vue,15
CISSP,Kanban,15
Cassandra,Deep Learning,15
Hugging Face,Machine Learning,15
Looker,Stakeholder Mgmt,15
Data Governance,Deep Learning,15
Redis,jQuery,15
Active Directory,React,15
Elasticsearch,jQuery,15
Data Governance,HTML,15
Agile / Scrum,FastAPI,15
Kubernetes,Stakeholder Mgmt,15
Figma,Next.js,15
Linear,Tableau,15
Kafka,VMware,15
Angular,Datadog,15
Penetration Testing,Terraform,15
React,SSIS,15
.NET,ServiceNow,15
Hive,Spring Boot,15
Flink,React,15
Jenkins,SAP,15
Angular,Helm,15
Excel,Unit Testing,14
Spring Boot,Vue,14
Deep Learning,Unit Testing,14
Active Directory,Kanban,14
Statistical Analysis,Windows,14
ArgoCD,PowerShell,14
NoSQL,SageMaker,14
DevOps,FastAPI,14
Informatica,Unit Testing,14
LLMs / GenAI,Prototyping,14
BigQuery,Terraform,14
Informatica,System Design,14
R,System Design,14
System Design,TensorFlow,14
Django,Kanban,14
NLP,Vector Databases,14
Cybersecurity,TensorFlow,14
Data Pipeline,Kotlin,14
Elasticsearch,System Design,14
Prototyping,TensorFlow,14
Ansible,Penetration Testing,14
R,Unit Testing,14
Grafana,Power BI,14
Kanban,SSIS,14
Datadog,HTML,14
Datadog,JSON,14
GCP,Next.js,14
Data Governance,Unit Testing,14
C#,Flink,14
GCP,Workday,14
Cybersecurity,Scala,14
Cassandra,PyTorch,14
Deep Learning,PostgreSQL,14
Go,Redshift,14
Microservices,OWASP,14
Firebase,REST API,14
Active Directory,Tableau,14
Hadoop,TypeScript,14
Node.js,Redshift,14
BigQuery,Hive,14
Data Pipeline,SageMaker,14
HTML,Looker,14
Cybersecurity,JSON,14
JavaScript,SIEM,14
Hugging Face,PyTorch,14
Hugging Face,Python,14
LangChain,Vector Databases,14
Angular,Databricks,14
Django,NumPy,14
Risk Management,XML,14
Data Visualization,SageMaker,14
Django,GraphQL,14
CISSP,GitLab,14
A/B Testing,NoSQL,14
Data Governance,Pandas,14
Prototyping,jQuery,14
Ansible,Rust,14
Pandas,Unix,14
